OBJECTID,ID,signal_ID,personal_ID,Date,year_month,site,plot,day,position,component,management,season,net_flux,gross_emission,gross_uptake,CO2_flux,ST,WFPS,BD,NH4,NO3,mineral_N,MIN_CO2,MBN,MBC,nirK,nirS,nosZI,nosZII
293,0,W_AF_r4_T,W_AF_r4_T,2019-08-12T00:00:00,2019_8,W,W p13,495,a_tree,a_tree_row,W_agro,b_summer,-0.0289,0,0.0194,0.7041,23.9,24.14,0.97,2.0435,0.7037,2.7473,3.90186053117455,,,819518252.34,54635347.93,201592381.43,51688026.29
294,0,W_AF_r4_1m,W_AF_r4_1m,2019-08-12T00:00:00,2019_8,W,W p14,495,b_1m,b_crop_row,W_agro,b_summer,-0.0027,0.0467,0.0252,0.3484,23.8,32.13,1.33,0.2107,21.2357,21.4464,61.556831228473,,,186992802.11,27434634.87,135780217.58,49871656.81
295,0,W_AF_r4_7m,W_AF_r4_7m,2019-08-12T00:00:00,2019_8,W,W p15,495,c_7m,b_crop_row,W_agro,b_summer,-0.0342,0.2324,0.2041,0.3318,24,29.29,0.95,0.1957,77.5825,77.7782,234.41289933695,,,109958341.63,23564760.95,111838903.21,35643984.62
296,0,W_AF_r4_24m,W_AF_r4_24m,2019-08-12T00:00:00,2019_8,W,W p16,495,d_24m,b_crop_row,W_agro,b_summer,-0.0089,0.2207,0.1775,0.375,23.9,27.59,1.01,0.1814,35.314,35.4954,94.6544,,,69141316.37,17999468.31,103046556.45,44614650.66
297,0,W_C_r1,W_C_r1,2019-08-12T00:00:00,2019_8,W,W p17,495,e_C,c_mono,W_c_mono,b_summer,-0.0174,0.2311,0.2035,0.2966,23.7,27.32,1.09,0.3495,94.5267,94.8762,319.879298718813,,,95651911.76,24422295.86,121340936.85,44435921.57
298,0,W_C_r2,W_C_r2,2019-08-12T00:00:00,2019_8,W,W p18,495,e_C,c_mono,W_c_mono,b_summer,0.0009,0.1344,0.0989,0.2322,23.5,29.74,1.1,0.9247,81.9268,82.8515,356.810938845823,,,173061487.37,14179558.97,90807511.03,80591187.39
299,0,W_C_r3,W_C_r3,2019-08-12T00:00:00,2019_8,W,W p19,495,e_C,c_mono,W_c_mono,b_summer,0.0007,0.2142,0.1631,0.2924,23.6,34.39,1.28,0.2074,83.0433,83.2507,284.71511627907,,,72294438.24,14785836.32,102016672.06,28089639.82
300,0,W_C_r4,W_C_r4,2019-08-12T00:00:00,2019_8,W,W p20,495,e_C,c_mono,W_c_mono,b_summer,-0.0019,0.1298,0.0984,0.2723,23.9,33.29,0.92,0.1522,78.4072,78.5594,288.503121557106,,,185334448.7,19171670.86,121107586.48,45051062.7
301,0,W_AF_r1_T,W_AF_r1_T,2019-09-10T00:00:00,2019_9,W,W p1,524,a_tree,a_tree_row,W_agro,b_summer,-0.0379,0.1912,0.1455,0.7399,19.2,32.96,1.04,0.7044,0.5425,1.247,1.68536288687661,,,812533109.58,180411663.08,181358637.13,213207548.43
302,0,W_AF_r1_1m,W_AF_r1_1m,2019-09-10T00:00:00,2019_9,W,W p2,524,b_1m,b_crop_row,W_agro,b_summer,-0.0195,0.2231,0.1839,0.5687,18.7,33.42,0.99,0.0438,115.4704,115.5142,203.119746790927,,,267528928.08,51213518.02,147361701.43,114050648.28
303,0,W_AF_r1_7m,W_AF_r1_7m,2019-09-10T00:00:00,2019_9,W,W p3,524,c_7m,b_crop_row,W_agro,b_summer,-0.0358,0.2084,0.1684,0.3966,19,43.14,1.13,6.5108,176.2636,182.7744,460.853252647504,,,224420901.25,57399641.21,101299067.49,73471240.8
304,0,W_AF_r1_24m,W_AF_r1_24m,2019-09-10T00:00:00,2019_9,W,W p4,524,d_24m,b_crop_row,W_agro,b_summer,-0.0168,0.4055,0.3237,0.5747,19.2,44.07,1.22,0.1693,35.6471,35.8164,62.3219070819558,,,131973550,47502809.43,108814448.1,61699786.41
305,0,W_AF_r2_T,W_AF_r2_T,2019-09-10T00:00:00,2019_9,W,W p5,524,a_tree,a_tree_row,W_agro,b_summer,-0.0387,0.1118,0.0971,0.7874,19.2,32.7,1.05,1.5713,0,1.5713,1.99555499110998,,,959391923.2,71960605.8,277841132.85,88826871.69
306,0,W_AF_r2_1m,W_AF_r2_1m,2019-09-10T00:00:00,2019_9,W,W p6,524,b_1m,b_crop_row,W_agro,b_summer,-0.0284,0.1431,0.1275,0.8354,19.8,31.63,1.09,0.441,39.7651,40.206,48.1278429494853,,,232576104.41,44660026.06,134847411.55,89677072.48
307,0,W_AF_r2_7m,W_AF_r2_7m,2019-09-10T00:00:00,2019_9,W,W p7,524,c_7m,b_crop_row,W_agro,b_summer,-0.035,0.0459,0.0478,0.8584,20.2,44.4,1.03,0.3879,124.3937,124.7816,145.365330848089,,,209206612.44,37174014.71,107860586.58,95000230.7
308,0,W_AF_r2_24m,W_AF_r2_24m,2019-09-10T00:00:00,2019_9,W,W p8,524,d_24m,b_crop_row,W_agro,b_summer,-0.0238,0.1118,0.095,0.5091,20.8,38.83,0.79,0.4319,65.3626,65.7945,129.236888626989,,,196634402.43,32470861.87,108046154.74,57657812.38
309,0,W_AF_r3_T,W_AF_r3_T,2019-09-10T00:00:00,2019_9,W,W p9,524,a_tree,a_tree_row,W_agro,b_summer,-0.0115,0.1604,0.1223,0.7107,19.7,36.17,0.98,1.5596,3.4741,5.0337,7.08273533136344,,,1392427665.74,143845963.26,429285531.93,248998468.9
310,0,W_AF_r3_1m,W_AF_r3_1m,2019-09-10T00:00:00,2019_9,W,W p10,524,b_1m,b_crop_row,W_agro,b_summer,-0.0314,0.2689,0.2182,0.7845,20.7,38.49,1.1,0.0357,52.8403,52.876,67.4008922880816,,,287746745.8,68632429.81,201701180.09,208818484.93
311,0,W_AF_r3_7m,W_AF_r3_7m,2019-09-10T00:00:00,2019_9,W,W p11,524,c_7m,b_crop_row,W_agro,b_summer,0.0109,0.1769,0.1222,0.3047,18.6,44.55,1.36,0.2636,120.9233,121.1869,397.725303577289,,,176180119.43,44649407.98,154210537.92,185518640.26
312,0,W_AF_r3_24m,W_AF_r3_24m,2019-09-10T00:00:00,2019_9,W,W p12,524,d_24m,b_crop_row,W_agro,b_summer,-0.0195,0.2605,0.2126,0.3013,18.5,30.41,1.08,0.0538,42.66,42.7139,141.765350149353,,,171337496.81,48700731.08,170221948.61,91369905.5
313,0,W_AF_r4_T,W_AF_r4_T,2019-09-10T00:00:00,2019_9,W,W p13,524,a_tree,a_tree_row,W_agro,b_summer,-0.0286,0.0226,0.0316,0.3959,18.5,27.25,1.17,1.0913,0,1.0913,2.75650416771912,,,472224159.04,144320020.11,267255275.7,103921890.24
314,0,W_AF_r4_1m,W_AF_r4_1m,2019-09-10T00:00:00,2019_9,W,W p14,524,b_1m,b_crop_row,W_agro,b_summer,-0.0094,0.2243,0.1788,0.3479,18.8,32.28,1.21,0.0366,24.3081,24.3447,69.9761425697039,,,141408037,24865924.63,135300582.6,80642899.02
315,0,W_AF_r4_7m,W_AF_r4_7m,2019-09-10T00:00:00,2019_9,W,W p15,524,c_7m,b_crop_row,W_agro,b_summer,-0.0375,0.1338,0.1224,0.3655,18.3,49.37,1.2,0.0423,34.3641,34.4064,94.1351573187414,,,96960546.41,33815154.56,100587416.85,68207594.67
316,0,W_AF_r4_24m,W_AF_r4_24m,2019-09-10T00:00:00,2019_9,W,W p16,524,d_24m,b_crop_row,W_agro,b_summer,-0.02,0.1239,0.1065,0.3058,18.5,24.6,1.27,0.0919,33.3692,33.4611,109.421517331589,,,229633824.02,54343972.75,181429786.56,74797026.39
317,0,W_C_r1,W_C_r1,2019-09-10T00:00:00,2019_9,W,W p17,524,e_C,c_mono,W_c_mono,b_summer,-0.0233,0.1023,0.0888,0.2574,18.4,27.88,1.09,0.5364,65.6595,66.1959,257.171328671329,,,156582644.62,45671143.34,273025600.69,88958030.96
318,0,W_C_r2,W_C_r2,2019-09-10T00:00:00,2019_9,W,W p18,524,e_C,c_mono,W_c_mono,b_summer,-0.0283,0.1743,0.152,0.3126,18.5,31.48,0.86,0.0862,130.1247,130.2109,416.541586692259,,,138534726.52,50701521.32,215784609.49,85395786.51
319,0,W_C_r3,W_C_r3,2019-09-10T00:00:00,2019_9,W,W p19,524,e_C,c_mono,W_c_mono,b_summer,-0.0431,0.4465,0.3783,0.3443,18.7,25.33,1.09,0.0637,34.8296,34.8933,101.345628812082,,,249732813.11,53596352.31,259152721.63,95839878.95
320,0,W_C_r4,W_C_r4,2019-09-10T00:00:00,2019_9,W,W p20,524,e_C,c_mono,W_c_mono,b_summer,-0.0171,0.1307,0.1044,0.3029,19.6,29.42,1.12,0.0698,104.7093,104.7791,345.919775503466,,,253790955.71,49445988.87,316193118.01,160064451.46
321,0,D_AF_r1_T,D_AF_r1_T,2018-04-05T00:00:00,2018_3,D,D p1,1,a_tree,a_tree_row,D_agro,a_spring,0.0275,0.1028,0.033,0.9439,7,64.21,1.23,3.0466,1.4684,4.5149,4.78323974997351,,,1604299902.76,77595228.29,90384574.11,247770099.6
322,0,D_AF_r1_1m,D_AF_r1_1m,2018-04-05T00:00:00,2018_3,D,D p2,1,b_1m,b_crop_row,D_agro,a_spring,0.0204,0.1776,0.0516,0.8019,7.7,62.08,1.14,34.8337,2.704,37.5377,46.8109489961342,,,776261682.24,73693708.46,49976993.17,303702511.63
323,0,D_AF_r1_7m,D_AF_r1_7m,2018-04-05T00:00:00,2018_3,D,D p3,1,c_7m,b_crop_row,D_agro,a_spring,0.0068,0.1869,0.135,0.8598,7.9,54.12,1.21,46.2498,2.562,48.8117,56.7709932542452,,,1878719622.97,106712802.63,81205230.52,326844955.5
324,0,D_AF_r1_24m,D_AF_r1_24m,2018-04-05T00:00:00,2018_3,D,D p4,1,d_24m,b_crop_row,D_agro,a_spring,0.0307,0.3207,0.1105,1.0746,8,47.11,1.01,153.2433,5.518,158.7613,147.739903219803,,,911034108.4,69320711.49,71048838.21,216572356.25
325,0,D_AF_r2_T,D_AF_r2_T,2018-04-05T00:00:00,2018_3,D,D p5,1,a_tree,a_tree_row,D_agro,a_spring,-0.0227,0.4008,0.2277,1.0099,6.9,71.24,1.14,3.8221,0.5234,4.3455,4.30290127735419,,,1119102839.73,58959261.43,65018906.05,194614933.74
326,0,D_AF_r2_1m,D_AF_r2_1m,2018-04-05T00:00:00,2018_3,D,D p6,1,b_1m,b_crop_row,D_agro,a_spring,-0.0231,0.1696,0.1382,0.4761,7.9,60.41,1.36,3.9525,1.1384,5.0909,10.6929216551145,,,1199277338.73,92349766.95,72746512.83,237118284.64
327,0,D_AF_r2_7m,D_AF_r2_7m,2018-04-05T00:00:00,2018_3,D,D p7,1,c_7m,b_crop_row,D_agro,a_spring,0.0049,0.1233,0.0602,0.8592,8,53.75,1.2,72.2835,1.7843,74.0678,86.205540037244,,,1333574294.17,96201946.65,64368027.14,307942838.07
328,0,D_AF_r2_24m,D_AF_r2_24m,2018-04-05T00:00:00,2018_3,D,D p8,1,d_24m,b_crop_row,D_agro,a_spring,0.0039,0.099,0.0065,0.7682,8.1,47.79,1.2,154.442,2.6215,157.0635,204.45652173913,,,705831758.35,71704200.43,76983956.03,336815592.04
329,0,D_AF_r3_T,D_AF_r3_T,2018-04-05T00:00:00,2018_3,D,D p9,1,a_tree,a_tree_row,D_agro,a_spring,0.0367,0.1672,0.0581,0.7987,7.1,59.21,1.07,2.6304,1.7621,4.3925,5.49956178790535,,,1638177109.45,89792553.89,83380455.43,268689662.44
330,0,D_AF_r3_1m,D_AF_r3_1m,2018-04-05T00:00:00,2018_3,D,D p10,1,b_1m,b_crop_row,D_agro,a_spring,0.214,0.5044,0.1782,1.0608,9.4,64.94,1.25,79.2769,2.7143,81.9912,77.2918552036199,,,833309162.64,104472166.47,82083560.34,456107806.42
331,0,D_AF_r3_7m,D_AF_r3_7m,2018-04-05T00:00:00,2018_3,D,D p11,1,c_7m,b_crop_row,D_agro,a_spring,0.1566,0.2318,0.0227,0.7949,9.8,61,1.19,45.3518,2.7916,48.1433,60.5652283306076,,,1646776274.93,140898281.95,103887220.53,358868352.36
332,0,D_AF_r3_24m,D_AF_r3_24m,2018-04-05T00:00:00,2018_3,D,D p12,1,d_24m,b_crop_row,D_agro,a_spring,0.2378,0.2852,0.0354,1.5149,9.5,49.82,1.14,96.2631,3.1155,99.3786,65.6007657271107,,,1131237110.92,49797527,80552979.67,328796173.18
333,0,D_AF_r4_T,D_AF_r4_T,2018-04-05T00:00:00,2018_3,D,D p13,1,a_tree,a_tree_row,D_agro,a_spring,-0.0292,0.045,0.0064,0.7144,7.3,70.86,1.14,3.6597,0.4511,4.1108,5.7541993281075,,,762607348.14,55525489.56,74182050.62,176934130.84
334,0,D_AF_r4_1m,D_AF_r4_1m,2018-04-05T00:00:00,2018_3,D,D p14,1,b_1m,b_crop_row,D_agro,a_spring,0.0942,0.1623,0.0379,0.617,9.2,55.71,1.16,19.7835,1.6254,21.4088,34.6982171799028,,,990205852.85,75072483.86,50393820.67,324950412.18
335,0,D_AF_r4_7m,D_AF_r4_7m,2018-04-05T00:00:00,2018_3,D,D p15,1,c_7m,b_crop_row,D_agro,a_spring,0.0281,0.2541,0.126,0.9031,9.1,48.16,1.05,54.6584,2.0536,56.712,62.7970324438047,,,817547024.42,58995688.03,57670456.49,275907715.24
336,0,D_AF_r4_24m,D_AF_r4_24m,2018-04-05T00:00:00,2018_3,D,D p16,1,d_24m,b_crop_row,D_agro,a_spring,0.0098,0.1388,0.0477,0.9825,9.3,49.91,1.21,147.362,1.7363,149.0984,151.754096692112,,,1108233485.46,93870442.22,55634581.55,337009768.93
337,0,D_C_r1,D_C_r1,2018-04-05T00:00:00,2018_3,D,D p17,1,e_C,c_mono,D_c_mono,a_spring,-0.0033,0.079,0.0662,0.4075,8.3,41.14,1.07,59.1003,2.5755,61.6758,151.351656441718,,,1124075406.25,120767790.27,115226857.5,282720862.83
338,0,D_C_r2,D_C_r2,2018-04-05T00:00:00,2018_3,D,D p18,1,e_C,c_mono,D_c_mono,a_spring,-0.0221,0.1362,0.1149,0.154,8.3,33.22,0.93,89.4767,4.1658,93.6425,608.068181818182,,,1260521352.17,103889479.13,134228141.94,313981126.08
339,0,D_C_r3,D_C_r3,2018-04-05T00:00:00,2018_3,D,D p19,1,e_C,c_mono,D_c_mono,a_spring,0.1522,0.4225,0.1362,0.356,8.3,38.24,0.89,45.7773,4.2439,50.0212,140.508988764045,,,1452700921.13,74431069.7,144688386.63,240504233.31
340,0,D_C_r4,D_C_r4,2018-04-05T00:00:00,2018_3,D,D p20,1,e_C,c_mono,D_c_mono,a_spring,-0.014,0.0559,0.0346,0.2864,8.3,36.94,1.04,37.2978,3.8755,41.1734,143.76187150838,,,765208835.2,106441101.48,72562906.79,287548710.85
341,0,D_AF_r1_T,D_AF_r1_T,2018-04-27T00:00:00,2018_4,D,D p1,23,a_tree,a_tree_row,D_agro,a_spring,0.0674,0.2558,0.1302,2.4619,15,57.83,1.3,2.9369,1.3466,4.2835,1.7399163247898,107.0745261,742.630269882069,1168912429.15,96551902.64,71411547.64,192413804.6
342,0,D_AF_r1_1m,D_AF_r1_1m,2018-04-27T00:00:00,2018_4,D,D p2,23,b_1m,b_crop_row,D_agro,a_spring,0.2312,0.4278,0.1179,1.215,15.9,44.1,1.27,6.8224,18.7533,25.5757,21.0499588477366,125.6332495,867.58394992036,881235157.86,74606405.3,43112862.36,186281594.35
343,0,D_AF_r1_7m,D_AF_r1_7m,2018-04-27T00:00:00,2018_4,D,D p3,23,c_7m,b_crop_row,D_agro,a_spring,0.9315,0.947,0.0072,1.8882,16.2,47.91,1.43,16.5709,5.791,22.3619,11.8429721427815,65.12730004,504.124609094663,759071528.07,83599401.65,65865256.88,203402537.12
344,0,D_AF_r1_24m,D_AF_r1_24m,2018-04-27T00:00:00,2018_4,D,D p4,23,d_24m,b_crop_row,D_agro,a_spring,0.5466,0.6043,0.0148,1.4725,15.9,44.94,1.2,202.0594,19.2693,221.3287,150.308115449915,171.9097588,528.260672990373,1667864955.15,157657256.85,113004793.56,377979692.91
345,0,D_AF_r2_T,D_AF_r2_T,2018-04-27T00:00:00,2018_4,D,D p5,23,a_tree,a_tree_row,D_agro,a_spring,,,,2.6007,16.2,55.41,1.15,4.4952,1.3926,5.8878,2.26392894220787,84.25856679,570.052254890073,1557437458.24,141078652.03,43283366.24,241715567.09
346,0,D_AF_r2_1m,D_AF_r2_1m,2018-04-27T00:00:00,2018_4,D,D p6,23,b_1m,b_crop_row,D_agro,a_spring,-0.0039,0.2838,0.2251,1.1229,15.4,44.52,1.2,4.8289,2.9363,7.7652,6.91530857600855,66.3704965,518.954853286083,961837210.22,64140978.05,47390855.56,302338514.39
347,0,D_AF_r2_7m,D_AF_r2_7m,2018-04-27T00:00:00,2018_4,D,D p7,23,c_7m,b_crop_row,D_agro,a_spring,0.25,0.5357,0.1894,1.3647,16.2,45.31,1.07,91.47,47.0164,138.4864,101.477540851469,39.34078787,432.18023265071,565565435.76,60669045.8,40865402.27,131637006.87
348,0,D_AF_r2_24m,D_AF_r2_24m,2018-04-27T00:00:00,2018_4,D,D p8,23,d_24m,b_crop_row,D_agro,a_spring,0.8439,1.0963,0.1296,1.2185,15.9,45.45,1.16,275.1444,39.1598,314.3042,257.943537135823,26.25445076,453.308521651744,986745128.48,50328447.56,64245343.94,230479508.37
349,0,D_AF_r3_T,D_AF_r3_T,2018-04-27T00:00:00,2018_4,D,D p9,23,a_tree,a_tree_row,D_agro,a_spring,,,,1.8762,16,53.32,1.23,3.2669,1.7924,5.0593,2.69656753011406,124.3259446,424.100066940221,1510876816.06,92725668.22,79433151.41,225887649.97
350,0,D_AF_r3_1m,D_AF_r3_1m,2018-04-27T00:00:00,2018_4,D,D p10,23,b_1m,b_crop_row,D_agro,a_spring,0.6243,0.6762,0.0278,1.2888,15.5,40.76,1.34,9.8566,27.618,37.4746,29.0771260086903,42.66001024,609.937555186433,1285868305.85,90044303.74,74889098.29,351926524.35
351,0,D_AF_r3_7m,D_AF_r3_7m,2018-04-27T00:00:00,2018_4,D,D p11,23,c_7m,b_crop_row,D_agro,a_spring,0.2406,0.3591,0.0806,0.9293,19.3,52.79,1.3,53.1973,10.9768,64.1741,69.0563865274938,75.90421141,502.282649422576,860824246.42,43763426.8,62932403.42,299914959.16
352,0,D_AF_r3_24m,D_AF_r3_24m,2018-04-27T00:00:00,2018_4,D,D p12,23,d_24m,b_crop_row,D_agro,a_spring,0.4989,0.7217,0.1102,0.8142,18.8,48.88,1.33,296.0843,49.1794,345.2637,424.052689756816,2.72925915,448.968327935901,1555662079.22,89878310.69,99049645.49,252590786.5
353,0,D_AF_r4_T,D_AF_r4_T,2018-04-27T00:00:00,2018_4,D,D p13,23,a_tree,a_tree_row,D_agro,a_spring,-0.0286,0.1049,0.1064,1.4446,18.8,56.42,1.25,5.5803,0.2797,5.8601,4.05655544787484,65.97983981,467.953963929157,1613163438.14,89290067.89,109594959.16,238334497.93
354,0,D_AF_r4_1m,D_AF_r4_1m,2018-04-27T00:00:00,2018_4,D,D p14,23,b_1m,b_crop_row,D_agro,a_spring,-0.0115,0.1502,0.1272,0.6011,18.7,43.83,1.13,1.0327,1.6838,2.7165,4.51921477291632,67.86714005,476.485858153207,1067726624.47,54591437.15,53925279.53,283789353.25
355,0,D_AF_r4_7m,D_AF_r4_7m,2018-04-27T00:00:00,2018_4,D,D p15,23,c_7m,b_crop_row,D_agro,a_spring,0.0523,0.2724,0.1602,1.1124,18.5,50.22,1.18,72.1514,29.7147,101.8661,91.5732650125854,38.18732871,449.695789725279,746465313.2,40934275.33,52427473.3,150560324.33
356,0,D_AF_r4_24m,D_AF_r4_24m,2018-04-27T00:00:00,2018_4,D,D p16,23,d_24m,b_crop_row,D_agro,a_spring,0.3756,0.563,0.1124,0.8615,18.5,45.57,1.28,148.0406,56.9428,204.9834,237.937782936738,196.266538,421.034752908661,989448071.1,66469461.52,69231044.81,296396270.32
357,0,D_C_r1,D_C_r1,2018-04-27T00:00:00,2018_4,D,D p17,23,e_C,c_mono,D_c_mono,a_spring,0.2056,0.3633,0.0989,0.567,18.5,29.32,1.06,71.9466,77.9273,149.8739,264.327865961199,65.68718056,609.72681651753,1100176088.59,89464838.86,101982614.95,301779663.16
358,0,D_C_r2,D_C_r2,2018-04-27T00:00:00,2018_4,D,D p18,23,e_C,c_mono,D_c_mono,a_spring,0.019,0.2753,0.1915,0.8014,18.6,31.93,1.09,16.0246,14.2423,30.2669,37.7675318193162,84.67327412,610.991902264271,547325547.63,60248156.38,42936553.27,205804709.35
359,0,D_C_r3,D_C_r3,2018-04-27T00:00:00,2018_4,D,D p19,23,e_C,c_mono,D_c_mono,a_spring,0.2836,,,0.6168,18.6,38.95,1.04,216.2972,70.9317,287.2289,465.675907911803,99.81745021,581.798357828127,949102523.45,79913011.64,73227700.92,200847472.65
360,0,D_C_r4,D_C_r4,2018-04-27T00:00:00,2018_4,D,D p20,23,e_C,c_mono,D_c_mono,a_spring,0.0886,0.1968,0.0142,0.4313,18.5,29.84,1.16,66.191,64.8386,131.0296,303.801530257361,41.61902507,511.243658223274,250154220.02,13463503.33,10283863.27,62686985.73
361,0,D_AF_r1_T,D_AF_r1_T,2018-05-26T00:00:00,2018_5,D,D p1,52,a_tree,a_tree_row,D_agro,a_spring,0.0229,0.0675,0.036,1.8395,26.5,56.15,1.25,8.0226,0.6671,8.6897,4.72394672465344,,,1097034800.64,31495943.44,39617819.19,159385293.26
362,0,D_AF_r1_1m,D_AF_r1_1m,2018-05-26T00:00:00,2018_5,D,D p2,52,b_1m,b_crop_row,D_agro,a_spring,0.7031,0.9539,0.106,1.5587,23.4,55.97,1.2,27.7804,3.7144,31.4947,20.2057483800603,,,1050753398.99,56104966.94,52322307.18,174066665.89
363,0,D_AF_r1_7m,D_AF_r1_7m,2018-05-26T00:00:00,2018_5,D,D p3,52,c_7m,b_crop_row,D_agro,a_spring,0.9515,0.9465,0,2.2634,23.4,57.39,1.13,59.5924,11.3051,70.8975,31.3234514447292,,,499549646.66,25614164.61,30526117.7,94338764.49
364,0,D_AF_r1_24m,D_AF_r1_24m,2018-05-26T00:00:00,2018_5,D,D p4,52,d_24m,b_crop_row,D_agro,a_spring,0.7425,0.8224,0.0018,1.7192,22.4,50.42,1.23,220.2357,27.7377,247.9734,144.237668683108,,,754800822.31,33058002.22,55423203.96,190278376.87
365,0,D_AF_r2_T,D_AF_r2_T,2018-05-26T00:00:00,2018_5,D,D p5,52,a_tree,a_tree_row,D_agro,a_spring,-0.0177,0,0,2.1605,22.5,60.58,1.03,2.8882,0.3627,3.2508,1.50465170099514,,,657668218.01,57793932.14,53962202.01,202497708.65
366,0,D_AF_r2_1m,D_AF_r2_1m,2018-05-26T00:00:00,2018_5,D,D p6,52,b_1m,b_crop_row,D_agro,a_spring,0.0638,0.3193,0.1788,1.4417,22.3,53.53,1.17,5.5945,1.1644,6.759,4.68821530138031,,,623281543.76,38674253.25,45505068.46,192320848.08
367,0,D_AF_r2_7m,D_AF_r2_7m,2018-05-26T00:00:00,2018_5,D,D p7,52,c_7m,b_crop_row,D_agro,a_spring,0.3912,0.522,0.0055,1.6935,23,52.42,1.06,130.5733,7.9748,138.5481,81.8116917626218,,,703282167.95,39076312.84,44153867.25,154326436.07
368,0,D_AF_r2_24m,D_AF_r2_24m,2018-05-26T00:00:00,2018_5,D,D p8,52,d_24m,b_crop_row,D_agro,a_spring,0.4989,0.5123,0.006,1.1846,22.8,47.89,1.07,126.2677,24.2895,150.5572,127.095390849232,,,674248089.06,53851405.26,57206764.79,195312306.08
369,0,D_AF_r3_T,D_AF_r3_T,2018-05-26T00:00:00,2018_5,D,D p9,52,a_tree,a_tree_row,D_agro,a_spring,0.0435,0.1334,0.0583,2.0007,24,54.34,1.11,2.7045,0.6666,3.3711,1.68496026390763,,,1409321870.03,57416240.8,101522521.52,261525370.33
370,0,D_AF_r3_1m,D_AF_r3_1m,2018-05-26T00:00:00,2018_5,D,D p10,52,b_1m,b_crop_row,D_agro,a_spring,2.1995,2.3009,0.0026,2.0421,22.9,54.54,1.3,35.6595,7.6035,43.2631,21.1855932618383,,,917419531.01,56556622.75,66598920.2,231892537.32
371,0,D_AF_r3_7m,D_AF_r3_7m,2018-05-26T00:00:00,2018_5,D,D p11,52,c_7m,b_crop_row,D_agro,a_spring,0.5119,0.6416,0.0018,1.7645,24.6,50.84,1.28,114.8082,7.6394,122.4476,69.3950694247662,,,1140210182.87,53466738.59,91378281.28,240678712.29
372,0,D_AF_r3_24m,D_AF_r3_24m,2018-05-26T00:00:00,2018_5,D,D p12,52,d_24m,b_crop_row,D_agro,a_spring,0.7491,0.9245,0.0001,1.856,25.1,49.89,1.21,141.5943,19.5135,161.1079,86.8038254310345,,,627925533.51,41668226.72,44840624.87,210448013.09
373,0,D_AF_r4_T,D_AF_r4_T,2018-05-26T00:00:00,2018_5,D,D p13,52,a_tree,a_tree_row,D_agro,a_spring,0.0705,0.166,0.0286,1.8726,23.8,54.86,1.21,3.1406,0.408,3.5486,1.89501228238812,,,718461078.5,38851926.62,33299460.1,122151843.6
374,0,D_AF_r4_1m,D_AF_r4_1m,2018-05-26T00:00:00,2018_5,D,D p14,52,b_1m,b_crop_row,D_agro,a_spring,0.4401,0.4441,0,2.095,23.5,50.93,1.06,6.2256,2.6223,8.8479,4.22334128878282,,,761175690.6,37411883.84,37153951.03,159724094.16
375,0,D_AF_r4_7m,D_AF_r4_7m,2018-05-26T00:00:00,2018_5,D,D p15,52,c_7m,b_crop_row,D_agro,a_spring,1.3783,1.3738,0,1.4861,24,49.96,1.35,49.3727,8.797,58.1697,39.1425206917435,,,822322361.4,38870368.65,76825372.51,181298387.54
376,0,D_AF_r4_24m,D_AF_r4_24m,2018-05-26T00:00:00,2018_5,D,D p16,52,d_24m,b_crop_row,D_agro,a_spring,,,,1.5016,23.9,45.28,1.15,74.8763,24.8442,99.7204,66.4094299413958,,,535427166.16,44426284.53,35488375.66,190182088.73
377,0,D_C_r1,D_C_r1,2018-05-26T00:00:00,2018_5,D,D p17,52,e_C,c_mono,D_c_mono,a_spring,2.9101,3.2166,0,1.3264,24.2,39.89,0.97,68.9624,43.0999,112.0623,84.4860524728589,,,339799632.18,33302534.83,35112837.29,109953248.92
378,0,D_C_r2,D_C_r2,2018-05-26T00:00:00,2018_5,D,D p18,52,e_C,c_mono,D_c_mono,a_spring,1.37,1.6816,0.0128,2.1392,24,40.3,1.04,53.9257,11.2654,65.191,30.4744764397906,,,511469869.99,59220202.02,66307433.68,133391080.85
379,0,D_C_r3,D_C_r3,2018-05-26T00:00:00,2018_5,D,D p19,52,e_C,c_mono,D_c_mono,a_spring,1.5641,1.7394,0,1.2855,23.7,38.96,0.94,273.7312,41.0856,314.8168,244.898327499028,,,445638861.88,39541153.75,54734716.95,119170886.55
380,0,D_C_r4,D_C_r4,2018-05-26T00:00:00,2018_5,D,D p20,52,e_C,c_mono,D_c_mono,a_spring,1.9931,2.1724,0.0623,1.1711,24,36.94,1.09,84.0225,34.4411,118.4636,101.155836393135,,,416959133.14,40861084.41,55657016.87,143247564.65
381,0,D_AF_r1_T,D_AF_r1_T,2018-06-24T00:00:00,2018_6,D,D p1,81,a_tree,a_tree_row,D_agro,b_summer,-0.0266,0.1677,0.094,0.7732,15.65,24.68,1.06,2.8281,1.2317,4.0598,5.2506466632178,,,700485817.38,31130933.4,39149314.79,136560309.44
382,0,D_AF_r1_1m,D_AF_r1_1m,2018-06-24T00:00:00,2018_6,D,D p2,81,b_1m,b_crop_row,D_agro,b_summer,-0.0179,0.1462,0.0472,0.5667,15.15,25.9,1.29,1.6146,12.5354,14.15,24.969119463561,,,1269270207.5,64907610.01,79130656.21,355017037.49
