pid,top,bot,sand,bd,pH,soc
CM_29749_012,15,30,38.8,NA,4.6,6.55
CM_29749_012,30,60,31.1,NA,4.7,6.04
CM_29749_012,60,90,27.1,NA,4.8,4.83
CM_29749_013,0,15,49.1,NA,4.8,14.27
CM_29749_013,15,30,41.5,NA,4.9,6.53
CM_29749_013,30,60,35.5,NA,4.8,4.02
CM_29749_013,60,90,32.6,NA,4.7,2.71
CM_29749_014,0,15,58.1,NA,4.7,9.15
CM_29749_014,15,30,49.1,NA,4.7,6.06
CM_29749_014,30,60,40.1,NA,4.7,3.71
CM_29749_014,60,90,39.1,NA,4.7,2.73
CM_29749_015,0,15,61.1,NA,5.1,17.21
CM_29749_015,15,30,53.1,NA,5.5,7.33
CM_29749_015,30,60,40.5,NA,5.3,4.61
CM_29749_015,60,90,34.5,NA,5.2,2.62
CM_29749_016,0,15,43.5,NA,4.4,11.04
CM_29749_016,15,30,35.8,NA,4.3,7.08
CM_29749_016,30,60,29.5,NA,4.6,5.48
CM_29749_016,60,90,32.6,NA,4.7,4.45
CM_29749_017,0,15,55.1,NA,5,16.87
CM_29749_017,15,30,45.1,NA,4.9,6.23
CM_29749_017,30,60,37.1,NA,5,4.91
CM_29749_017,60,90,31.1,NA,5,3.88
CM_29749_018,0,15,49.1,NA,5.6,15.18
CM_29749_018,15,30,40.1,NA,5.4,11.85
CM_29749_018,30,60,37.1,NA,5.4,8.2
CM_29749_018,60,90,28.8,NA,5.4,4.35
CM_29749_019,0,15,54.8,NA,4.7,7.05
CM_29749_019,15,30,41.1,NA,4.8,5.81
CM_29749_019,30,60,36.8,NA,4.8,6.05
CM_29749_019,60,90,37.8,NA,4.8,4.96
CM_29749_020,0,15,68.8,NA,4.4,15.15
CM_29749_020,15,30,56.1,NA,4.6,5.53
CM_29749_020,30,60,50.1,NA,4.6,4.33
CM_29749_020,60,90,47.5,NA,4.7,3.2
CM_29749_021,0,15,73.5,NA,4.6,11.16
CM_29749_021,15,30,65.5,NA,4.6,6.35
CM_29749_021,30,60,61.1,NA,4.6,4.95
CM_29749_022,0,15,67.2,NA,4.7,11.56
CM_29749_022,15,30,47.1,NA,4.6,5.47
CM_29749_022,30,60,40.1,NA,4.6,4.2
CM_29749_022,60,90,38.5,NA,4.7,4.18
CM_29749_023,0,15,47.5,NA,4.9,12.91
CM_29749_023,15,30,37.5,NA,4.6,5.25
CM_29749_023,30,60,30.8,NA,4.6,4.17
CM_29749_023,60,90,26.8,NA,4.8,3.3
CM_29749_024,0,15,47.5,NA,4.9,10.96
CM_29749_024,15,30,38.5,NA,5.2,6.33
CM_29749_024,30,60,33.5,NA,5.3,6.35
CM_29749_024,60,90,27.1,NA,5.2,4.59
CM_29749_025,0,15,45.1,NA,4.8,12.02
CM_29749_025,15,30,34.6,NA,4.7,6.56
CM_29749_025,30,60,31.6,NA,4.8,5.44
CM_29749_025,60,90,27.6,NA,4.8,3.87
CM_29749_026,0,15,47.9,NA,6.1,19.42
CM_29749_026,15,30,36.6,NA,5.1,6.82
CM_29749_026,30,60,26.2,NA,4.9,4.88
CM_29749_026,60,90,24.6,NA,5,3.54
CM_29749_027,0,15,38.6,NA,4.2,7.64
CM_29749_027,15,30,35.2,NA,4.3,5.23
CM_29749_027,30,60,32.2,NA,4.5,4.63
CM_29749_027,60,90,29.2,NA,4.6,3.66
CM_29749_028,0,15,57.2,NA,5.3,7.82
CM_29749_028,15,30,44.9,NA,5.3,4.21
CM_29749_028,30,60,38.6,NA,5.1,3.38
CM_29749_028,60,90,38.6,NA,4.9,2.8
CM_29749_029,0,15,29.6,NA,4.8,11.39
CM_29749_029,15,30,22.6,NA,4.8,7.42
CM_29749_029,30,60,23.6,NA,4.9,5.48
CM_29749_029,60,90,23.9,NA,4.8,4.74
CM_29749_030,0,15,39.6,NA,5.2,12.98
CM_29749_030,15,30,31.6,NA,5.4,6.82
CM_29749_030,30,60,25.6,NA,5.5,5.89
CM_29749_030,60,90,24.6,NA,5.5,4.82
CM_29749_031,0,15,44.6,NA,4,11.4
CM_29749_031,15,30,43.8,NA,4.2,5.48
CM_29749_031,30,60,40.8,NA,4.4,5.01
CM_29749_031,60,90,39.8,NA,4.5,4.85
CM_29749_032,0,15,52.8,NA,4.3,10.53
CM_29749_032,15,30,36.8,NA,4.5,5.84
CM_29749_032,30,60,33.8,NA,4.5,5.09
CM_29749_032,60,90,29.8,NA,4.6,4.65
CM_29749_033,0,15,43.8,NA,4.6,14.56
CM_29749_033,15,30,38.8,NA,4.5,6.59
CM_29749_033,30,60,35.8,NA,4.6,5.12
CM_29749_034,0,15,58.9,NA,5.4,13.02
CM_29749_034,15,30,39.9,NA,4.8,4.51
CM_29749_034,30,60,33,NA,4.7,4.15
CM_29749_034,60,90,30.9,NA,4.7,3.97
CM_29749_035,0,15,46.9,NA,4.1,12.04
CM_29749_035,15,30,37.6,NA,4.3,6.52
CM_29749_035,30,60,35.6,NA,4.4,4.82
CM_29749_035,60,90,34.6,NA,4.5,4.47
CM_29749_036,0,15,50.6,NA,5.4,10.11
CM_29749_036,15,30,35.6,NA,4.9,5.34
CM_29749_036,30,60,25,NA,5,4.02
CM_29749_036,60,90,25,NA,5.1,3.18
CM_29749_037,0,15,49,NA,5.6,17.39
CM_29749_037,15,30,45,NA,5.7,11.62
CM_29749_037,30,60,35.9,NA,5.6,5.93
CM_29749_037,60,90,25.9,NA,5.7,4.91
CM_29749_038,0,15,63.6,NA,4.2,10.49
CM_29749_038,15,30,53.6,NA,4.4,4.52
CM_29749_038,30,60,47.6,NA,4.5,3.69
CM_29749_038,60,90,44.6,NA,4.6,3.08
CM_29749_039,0,15,57,NA,4.7,7.35
CM_29749_039,15,30,39.6,NA,4.8,5.18
CM_29749_039,30,60,41,NA,4.8,4.25
CM_29749_039,60,90,35.6,NA,4.9,4.1
CM_29749_040,0,15,38.6,NA,4.4,12.74
CM_29749_040,15,30,31.6,NA,4.5,8.03
CM_29749_040,30,60,29.6,NA,4.6,6.69
CM_29749_040,60,90,27.6,NA,4.7,5.9
CM_29749_041,0,15,64.6,NA,4.4,15.1
CM_29749_041,15,30,50.6,NA,4.6,5.7
CM_29749_041,30,60,42.6,NA,4.7,4.28
CM_29749_041,60,90,39.6,NA,4.7,3.64
CM_29749_042,0,15,60.6,NA,4.6,9.66
CM_29749_042,15,30,56,NA,4.4,5.17
CM_29749_042,30,60,48,NA,4.5,3.6
CM_29749_042,60,90,43.4,NA,4.6,2.88
CM_29749_043,0,15,63,NA,7,10.01
CM_29749_043,15,30,53,NA,5.6,2.73
CM_29749_043,30,60,40,NA,5.8,2.12
CM_29749_043,60,90,36.9,NA,5.8,1.6
CM_29749_044,0,15,63.9,NA,6.1,10.37
CM_29749_044,15,30,57,NA,5.2,3.52
CM_29749_044,30,60,49.9,NA,5.2,3.16
CM_29749_044,60,90,43.8,NA,5.3,2.75
CM_29749_045,0,15,58.8,NA,4.3,16.01
CM_29749_045,15,30,47.8,NA,4.8,5.37
CM_29749_045,30,60,45.8,NA,4.8,4.96
CM_29749_045,60,90,46.8,NA,4.8,3.53
CM_29749_046,0,15,50.1,NA,4.2,9.29
CM_29749_046,15,30,38.1,NA,4.4,5.93
CM_29749_046,30,60,35.1,NA,4.5,4.72
CM_29749_046,60,90,33.1,NA,4.6,4.78
CM_29749_047,0,15,65.5,NA,5,6.66
CM_29749_047,15,30,56.8,NA,4.9,5.14
CM_29749_047,30,60,42.8,NA,4.9,4.31
CM_29749_047,60,90,NA,NA,5,NA
CM_29749_048,0,15,48.8,NA,5.1,8.52
CM_29749_048,15,30,36.8,NA,4.9,4.72
CM_29749_048,30,60,28.8,NA,4.8,3.84
CM_29749_048,60,90,27.8,NA,4.9,2.64
CM_29749_049,0,15,59.8,NA,4.3,11.69
CM_29749_049,15,30,43.8,NA,4.3,6.49
CM_29749_049,30,60,38.8,NA,4.4,5.51
CM_29749_049,60,90,35.8,NA,4.5,5.42
CM_29749_050,0,15,35.8,NA,4.6,13.82
CM_29749_050,15,30,27.5,NA,4.4,6.22
CM_29749_050,30,60,21.5,NA,4.5,5.18
CM_29749_050,60,90,21.5,NA,4.5,3.88
CM_29749_051,0,15,27.1,NA,4.1,15.55
CM_29749_051,15,30,24.1,NA,4.2,9.42
CM_29749_051,30,60,22.1,NA,4.5,6.67
CM_29749_051,60,90,23.1,NA,4.5,6.13
CM_29749_052,0,15,42.4,NA,6.2,18.2
CM_29749_052,15,30,26.4,NA,5.6,8.64
CM_29749_052,30,60,22.1,NA,5.3,4.22
CM_29749_052,60,90,19.1,NA,5,4.16
CM_29749_053,0,15,50.1,NA,4.9,10.97
CM_29749_053,15,30,44.1,NA,4.4,5.75
CM_29749_053,30,60,39.1,NA,4.6,5.02
CM_29749_053,60,90,34.1,NA,4.6,4.67
CM_29749_054,0,15,71.1,NA,5,8.56
CM_29749_054,15,30,61.1,NA,4.8,4.04
CM_29749_054,30,60,52.1,NA,5.1,3.69
CM_29749_054,60,90,47.1,NA,5.1,3.14
CM_29749_055,0,15,72.1,NA,4.7,5.25
CM_29749_055,15,30,58.1,NA,4.5,3.71
CM_29749_055,30,60,43.1,NA,4.9,3.61
CM_29749_055,60,90,39.1,NA,4.8,3.08
CM_29749_056,0,15,43.1,NA,5.3,14.09
CM_29749_056,15,30,34.4,NA,5.3,9.14
CM_29749_056,30,60,28.4,NA,5.1,6.07
CM_29749_056,60,90,25.4,NA,4.9,4.16
CM_29749_057,0,15,44,NA,4.2,10.98
CM_29749_057,15,30,33.4,NA,4.5,6.86
CM_29749_057,30,60,30,NA,4.6,4.77
CM_29749_057,60,90,30,NA,4.5,3.37
CM_29749_058,0,15,36,NA,4.4,11.05
CM_29749_058,15,30,26.8,NA,4.4,7.03
CM_29749_058,30,60,29,NA,4.6,4.95
CM_29749_058,60,90,28.1,NA,4.6,3.17
CM_29749_059,0,15,47.8,NA,5,14.83
CM_29749_059,15,30,44.8,NA,5.1,7.72
CM_29749_059,30,60,41.1,NA,5.4,5.43
CM_29749_059,60,90,36.8,NA,5.1,5.09
CM_29749_060,0,15,46.4,NA,4,15.34
CM_29749_060,15,30,40.4,NA,4,8.57
CM_29749_060,30,60,36.4,NA,4.3,6.02
CM_29749_060,60,90,35.4,NA,4.5,4.3
CM_29749_061,0,15,55.9,NA,5.9,12.6
CM_29749_061,15,30,36.4,NA,5.2,5.24
CM_29749_061,30,60,34,NA,5.1,4.32
CM_29749_061,60,90,28.2,NA,5,3.01
CM_29749_062,0,15,47.2,NA,5.1,8.74
CM_29749_062,15,30,41.6,NA,4.9,4.79
CM_29749_062,30,60,35.2,NA,5,4.55
CM_29749_062,60,90,26.2,NA,5.1,3.15
CM_29749_063,0,15,39,NA,4.9,11.89
CM_29749_063,15,30,29,NA,4.9,7.28
CM_29749_063,30,60,22.6,NA,4.9,5.51
CM_29749_063,60,90,24,NA,4.9,3.75
CM_29749_064,0,15,44.8,NA,4.5,7.88
CM_29749_064,15,30,37.8,NA,4.7,6.23
CM_29749_064,30,60,32.8,NA,4.7,5.12
CM_29749_064,60,90,29.8,NA,4.6,4.14
CM_29749_065,0,15,50.4,NA,5.2,14.76
CM_29749_065,15,30,44.4,NA,4.8,5.77
CM_29749_065,30,60,34.8,NA,4.8,3.71
CM_29749_065,60,90,32.8,NA,4.8,3.2
CM_29749_066,0,15,62.8,NA,4.8,8.35
CM_29749_066,15,30,56.4,NA,4.8,3.95
CM_29749_066,30,60,42.4,NA,5,3.6
CM_29749_066,60,90,35.1,NA,5.2,2.4
CM_29749_067,0,15,57.1,NA,5.3,9.02
CM_29749_067,15,30,43.1,NA,5.2,4.59
CM_29749_067,30,60,34.1,NA,5.2,4.35
CM_29749_067,60,90,29.1,NA,5.1,3.34
CM_29749_068,0,15,63.1,NA,5.2,10.21
CM_29749_068,15,30,57.8,NA,4.8,3.91
CM_29749_068,30,60,40.1,NA,5.1,3.38
CM_29749_068,60,90,35.8,NA,5.1,2.73
CM_29749_069,0,15,49.4,NA,4.6,7.33
CM_29749_069,15,30,40.4,NA,4.8,5.28
CM_29749_069,30,60,31.4,NA,4.8,4
CM_29749_069,60,90,29.8,NA,4.8,3.34
CM_29749_070,0,15,46.4,NA,4.6,14.53
CM_29749_070,15,30,40.4,NA,4.6,6.62
CM_29749_070,30,60,34.4,NA,4.7,7.09
CM_29749_070,60,90,32.4,NA,4.8,3.88
CM_29749_071,0,15,40.4,NA,5.1,15.46
CM_29749_071,15,30,34.4,NA,4.7,7.37
CM_29749_071,30,60,30.4,NA,4.7,5.38
CM_29749_071,60,90,26.4,NA,4.7,3.98
CM_29749_072,0,15,70.4,NA,4.8,5.93
CM_29749_072,15,30,56.8,NA,4.8,3.85
CM_29749_072,30,60,36.4,NA,5,4.27
CM_29749_072,60,90,31.4,NA,4.9,3.5
CM_29749_073,0,15,56.6,NA,4.6,17.61
CM_29749_073,15,30,36.4,NA,4.7,8.99
CM_29749_073,30,60,22,NA,4.7,6.75
CM_29749_073,60,90,15.4,NA,4.6,5.08
CM_29749_074,0,15,56.4,NA,4.5,12.21
CM_29749_074,15,30,46.7,NA,4.4,6.12
CM_29749_074,30,60,33.7,NA,4.8,4.8
CM_29749_074,60,90,28.7,NA,5,3.72
CM_29749_075,0,15,45.7,NA,4.3,10.25
CM_29749_075,15,30,34.7,NA,4.4,5.4
CM_29749_075,30,60,33.1,NA,4.5,4.29
CM_29749_075,60,90,32.1,NA,4.5,3.59
CM_29749_076,0,15,70,NA,5.2,10.99
CM_29749_076,15,30,58.8,NA,5,5.69
CM_29749_076,30,60,41,NA,5,4.41
CM_29749_076,60,90,35.8,NA,5,3.85
CM_29749_077,0,15,59.4,NA,4.7,8.86
CM_29749_077,15,30,58.4,NA,4.7,5.46
CM_29749_077,30,60,43.4,NA,4.8,4.93
CM_29749_077,60,90,34.4,NA,4.9,3.97
CM_29749_078,0,15,56.4,NA,4.9,13.09
CM_29749_078,15,30,44.4,NA,4.8,6.93
CM_29749_078,30,60,35.4,NA,4.9,6.07
CM_29749_078,60,90,34.4,NA,5,4.35
CM_29749_079,0,15,68,NA,5.4,24.49
CM_29749_079,15,30,73,NA,4.9,6.43
CM_29749_079,30,60,55,NA,5.1,3.56
CM_29749_079,60,90,41,NA,5.2,3.83
CM_29749_080,0,15,36.4,NA,5,16.74
CM_29749_080,15,30,14.4,NA,4.9,6.83
CM_29749_080,30,60,14.4,NA,5.1,3.39
CM_29749_081,0,15,60.9,NA,4.9,17.44
CM_29749_081,15,30,54,NA,4.6,6.19
CM_29749_081,30,60,37,NA,4.8,5.28
CM_29749_081,60,90,32,NA,4.8,3.88
CM_29749_082,0,15,63,NA,4.5,6.85
CM_29749_082,15,30,42.4,NA,4.6,5.7
CM_29749_082,30,60,38.8,NA,4.6,4.76
CM_29749_082,60,90,37.8,NA,4.8,3.44
CM_29749_083,0,15,59.6,NA,5.3,16.77
CM_29749_083,15,30,47,NA,5.5,6.43
CM_29749_083,30,60,36,NA,5.4,4.5
CM_29749_083,60,90,37,NA,5.4,3.59
CM_29749_084,0,15,68.4,NA,6.3,16.47
CM_29749_084,15,30,66.4,NA,5,6.53
CM_29749_084,30,60,71.4,NA,5.2,2.75
CM_29749_084,60,90,51.4,NA,5.3,3.52
CM_29749_085,0,15,60.4,NA,4.9,10.27
CM_29749_085,15,30,49.4,NA,4.6,4.83
CM_29749_085,30,60,44.4,NA,4.5,4.58
CM_29749_085,60,90,42.5,NA,4.6,4.02
CM_29749_086,0,15,70.5,NA,5,11.79
CM_29749_086,15,30,67.5,NA,4.8,2.46
CM_29749_086,30,60,54.5,NA,4.8,2.87
CM_29749_086,60,90,45.5,NA,4.7,2.72
CM_29749_087,0,15,66.1,NA,5.3,17.36
CM_29749_087,15,30,48.1,NA,4.9,5.74
CM_29749_087,30,60,34.1,NA,4.9,4.96
CM_29749_087,60,90,31.1,NA,4.8,3.88
CM_29749_088,0,15,65.1,NA,5.5,11.97
CM_29749_088,15,30,57.1,NA,5.1,5.29
CM_29749_088,30,60,43.1,NA,5.3,3.98
CM_29749_088,60,90,35.1,NA,5.1,3.35
CM_29749_089,0,15,46.1,NA,5.1,12.86
CM_29749_089,15,30,45.1,NA,5.4,9.11
CM_29749_089,30,60,36.8,NA,5.4,5.87
CM_29749_089,60,90,30.8,NA,5.5,5.27
CM_29749_090,0,15,76.8,NA,5.1,12.71
CM_29749_090,15,30,71.1,NA,4.7,5.71
CM_29749_090,30,60,61.8,NA,4.8,3.79
CM_29749_090,60,90,52.8,NA,5,3.64
CM_29749_091,0,15,57.1,NA,5.3,18.05
CM_29749_091,15,30,47.1,NA,4.8,7.93
CM_29749_091,30,60,35.1,NA,4.9,5.15
CM_29749_091,60,90,32.1,NA,5,3.86
CM_29749_092,0,15,65.4,NA,6.8,24.82
CM_29749_092,15,30,61.4,NA,6.1,6.85
CM_29749_092,30,60,64.4,NA,5.2,3.37
CM_29749_092,60,90,44.4,NA,5.3,4.15
CM_29749_093,0,15,54,NA,5.2,17.11
CM_29749_093,15,30,37,NA,5.1,7.86
CM_29749_093,30,60,29,NA,4.9,6.01
CM_29749_093,60,90,31,NA,4.9,4.47
CM_29749_094,0,15,59.8,NA,5.2,9.82
CM_29749_094,15,30,48.8,NA,4.8,6.3
CM_29749_094,30,60,37.8,NA,4.9,5.02
CM_29749_094,60,90,34.8,NA,4.9,3.88
CM_29749_095,0,15,52.8,NA,5.7,18.69
CM_29749_095,15,30,37.5,NA,5,7.9
CM_29749_095,30,60,31.5,NA,4.9,5.57
CM_29749_095,60,90,28.5,NA,4.7,4.39
CM_29749_096,0,15,39.1,NA,4.8,13.15
CM_29749_096,15,30,37.5,NA,4.8,7.38
CM_29749_096,30,60,31.2,NA,4.8,5.71
CM_29749_096,60,90,32.2,NA,4.8,3.83
CM_29749_097,0,15,51,NA,5.2,20.37
CM_29749_097,15,30,40.8,NA,4.6,9.03
CM_29749_097,30,60,40,NA,4.5,6.08
CM_29749_097,60,90,38.2,NA,4.7,5.08
CM_29749_098,0,15,53.2,NA,5,10.27
CM_29749_098,15,30,43.8,NA,5.4,6.32
CM_29749_098,30,60,40.8,NA,5.3,5.54
CM_29749_098,60,90,37.8,NA,5.5,4.45
CM_29749_099,0,15,49.8,NA,4.5,6.78
CM_29749_099,15,30,39.8,NA,4.6,7.62
CM_29749_099,30,60,36.8,NA,4.7,6.17
CM_29749_099,60,90,38.8,NA,4.9,6
CM_29749_100,0,15,51.8,NA,5.3,13.1
CM_29749_100,15,30,38.2,NA,5.1,7.49
CM_29749_100,30,60,30.6,NA,5.1,5.34
CM_29749_100,60,90,30.8,NA,5.1,4.17
CM_29749_101,0,15,43.8,NA,4.3,23.48
CM_29749_101,15,30,37.8,NA,4.4,13.34
CM_29749_101,30,60,37.8,NA,4.5,7.15
CM_29749_101,60,90,37.8,NA,4.8,4.98
CM_29749_102,0,15,37.6,NA,4.6,20.66
CM_29749_102,15,30,26.1,NA,4.5,9.65
CM_29749_102,30,60,27.9,NA,4.6,7.8
CM_29749_102,60,90,26.1,NA,4.8,6.08
CM_29749_103,0,15,34.5,NA,4.5,17.41
CM_29749_103,15,30,30.8,NA,4.6,12.7
CM_29749_103,30,60,28.1,NA,4.7,7.13
CM_29749_103,60,90,29.5,NA,4.8,4.36
CM_29749_104,0,15,59.1,NA,4,13.66
CM_29749_104,15,30,54.1,NA,4.4,5.82
CM_29749_104,30,60,51.1,NA,4.7,3.58
CM_29749_104,60,90,49.1,NA,4.8,3.05
CM_29749_105,0,15,44.5,NA,4.1,21.48
CM_29749_105,15,30,42.8,NA,4.4,8.07
CM_29749_105,30,60,41.8,NA,4.5,5.42
CM_29749_105,60,90,43.8,NA,4.7,4.22
CM_29749_106,0,15,42.1,NA,5.1,15.59
CM_29749_106,15,30,30.5,NA,5.3,6.19
CM_29749_106,30,60,23.1,NA,5.7,4.96
CM_29749_106,60,90,22.5,NA,5.4,4.1
CM_29749_107,0,15,54.5,NA,5.5,11.77
CM_29749_107,15,30,62.8,NA,6.1,8.24
CM_29749_107,30,60,55.8,NA,6.4,3.44
CM_29749_107,60,90,49.8,NA,6.4,2.97
CM_29749_108,0,15,45.8,NA,4.7,12.31
CM_29749_108,15,30,42.8,NA,4.8,6
CM_29749_108,30,60,36.8,NA,4.8,4.5
CM_29749_108,60,90,33.8,NA,4.9,3.69
CM_29749_109,0,15,11.8,NA,6,28.97
CM_29749_109,15,30,6.8,NA,6,11.08
CM_29749_109,30,60,5.8,NA,5.4,5.6
CM_29749_109,60,90,4.1,NA,5.4,3.48
CM_29749_110,0,15,52.3,NA,6.7,13.72
CM_29749_110,15,30,51.3,NA,6.5,4.16
CM_29749_110,30,60,46.1,NA,6.1,3.57
CM_29749_111,0,15,48.8,NA,8.2,25.44
CM_29749_111,15,30,50.5,NA,7.6,5.06
CM_29749_111,30,60,41.5,NA,7.6,2.87
CM_29749_111,60,90,37.5,NA,7.3,2.77
CM_29749_112,0,15,30.1,NA,4.3,15.8
CM_29749_112,15,30,28.5,NA,4.5,6.96
CM_29749_112,30,60,26.3,NA,4.6,6.02
CM_29749_113,0,15,40.1,NA,8.3,29.87
CM_29749_113,15,30,43.5,NA,8.4,9.24
CM_29749_113,30,60,25.1,NA,8.2,5.23
CM_29749_113,60,90,22.1,NA,8,3.94
CM_29749_114,0,15,18.1,NA,7.7,25.13
CM_29749_114,15,30,10.1,NA,7.3,9.54
CM_29749_114,30,60,10.1,NA,5.7,6.06
CM_29749_114,60,90,10.1,NA,5.5,3.82
CM_29749_115,0,15,20.1,NA,4.3,25.74
CM_29749_115,15,30,14.8,NA,4.5,13.83
CM_29749_115,30,60,13.8,NA,4.8,7.42
CM_29749_115,60,90,13.1,NA,4.9,4.45
CM_29749_116,0,15,53.8,NA,5,12.7
CM_29749_116,15,30,43.1,NA,4.9,5.18
CM_29749_116,30,60,35.1,NA,5.1,3.47
CM_29749_116,60,90,35.1,NA,5.2,3.04
CM_29749_117,0,15,26.8,NA,6.7,24.62
CM_29749_117,15,30,20.8,NA,6.5,8.42
CM_29749_117,30,60,19.8,NA,5.8,5.78
CM_29749_117,60,90,19.5,NA,5.6,3.89
CM_29749_118,0,15,50.8,NA,4.9,14.53
CM_29749_118,15,30,43.5,NA,5.1,7.17
CM_29749_118,30,60,38.5,NA,5.3,5.1
CM_29749_119,0,15,47.8,NA,5.8,18.29
CM_29749_119,15,30,39.8,NA,5.4,6.91
CM_29749_119,30,60,34.5,NA,5.3,4.21
CM_29749_119,60,90,30.1,NA,5.3,3.09
CM_29749_120,0,15,59.1,NA,6.2,17.54
CM_29749_120,15,30,57.5,NA,5.8,6.29
CM_29749_120,30,60,NA,NA,NA,NA
CM_29749_120,60,90,34.4,NA,5.7,2.95
CM_29749_121,0,15,54.4,NA,5.3,4.94
CM_29749_121,15,30,54.8,NA,5.4,4.19
CM_29749_121,30,60,51.1,NA,5.5,4.09
CM_29749_121,60,90,49.1,NA,5.4,3.22
CM_30117_KRP1,0,4,33.7,NA,4,66.8
CM_30117_KRP1,4,18,25.9,NA,4,16.1
CM_30117_KRP1,18,46,27.6,NA,4.1,19.8
CM_30117_KRP1,46,88,25.9,NA,4.4,30.4
CM_30117_KRP11,0,20,83.2,NA,4.4,7.2
CM_30117_KRP11,20,87,78.9,NA,4.5,1
CM_30117_KRP11,87,150,78.6,NA,4.4,4.2
CM_30117_KRP11,150,160,NA,NA,NA,NA
CM_30117_KRP15,0,6,82.1,NA,4.1,13.5
CM_30117_KRP15,6,21,71,NA,4.2,6.7
CM_30117_KRP15,21,40,68.7,NA,4.4,6.2
CM_30117_KRP15,40,59,65.5,NA,4.5,5.2
CM_30117_KRP15,59,130,63.7,NA,4.2,4.8
CM_30117_KRP2,0,8,65.6,NA,4,66.3
CM_30117_KRP2,8,18,36.7,NA,4.3,31
CM_30117_KRP2,18,52,32.2,NA,4.2,17.1
CM_30117_KRP2,52,105,22.7,NA,4.4,14.7
CM_30117_KRP2,105,140,22.6,NA,4.2,13.5
CM_30117_KRP3,0,8,80.8,NA,4,25.1
CM_30117_KRP3,8,30,67.3,NA,4.2,10
CM_30117_KRP3,30,54,67.3,NA,4.1,9.5
CM_30117_KRP3,54,68,67.9,NA,4.3,6.4
CM_30117_KRP3,68,107,65.9,NA,4,5.3
CM_30117_KRP3,107,152,57.9,NA,4.1,6.3
CM_33970_001,0,10,13,NA,NA,55
CM_33970_001,10,20,11,NA,NA,31
CM_33970_001,20,30,NA,NA,NA,NA
CM_33970_001,30,50,7,NA,NA,15
CM_33970_002,0,10,14,NA,NA,32
CM_33970_002,10,20,10,NA,NA,17
CM_33970_002,20,30,NA,NA,NA,NA
CM_33970_002,30,50,5,NA,NA,10
CM_33970_003,0,10,24,NA,NA,69.8
CM_33970_003,10,20,26,NA,NA,24
CM_33970_003,20,30,NA,NA,NA,NA
CM_33970_003,30,50,19,NA,NA,13
CM_33970_004,0,10,30,NA,NA,31.9
CM_33970_004,10,20,23,NA,NA,15
CM_33970_004,20,30,NA,NA,NA,NA
CM_33970_004,30,50,24,NA,NA,12.6
CM_33970_005,0,10,38,NA,NA,44
CM_33970_005,10,20,29,NA,NA,12
CM_33970_005,20,30,NA,NA,NA,NA
CM_33970_005,30,50,32,NA,NA,8
CM_33970_006,0,10,36,NA,NA,53.1
CM_33970_006,10,20,32,NA,NA,32
CM_33970_006,20,30,NA,NA,NA,NA
CM_33970_006,30,50,28,NA,NA,10.8
CM_33970_007,0,10,22,NA,NA,45.5
CM_33970_007,10,20,19,NA,NA,21.5
CM_33970_007,20,30,NA,NA,NA,NA
CM_33970_007,30,50,15,NA,NA,12.3
CM_33970_008,0,10,26,NA,NA,45
CM_33970_008,10,20,19,NA,NA,14.2
CM_33970_008,20,30,NA,NA,NA,NA
CM_33970_008,30,50,13,NA,NA,13
CM_33970_009,0,10,39,NA,NA,23
CM_33970_009,10,20,29,NA,NA,13.6
CM_33970_009,20,30,NA,NA,NA,NA
CM_33970_009,30,50,15,NA,NA,9
CM_33970_010,0,10,23,NA,NA,73.4
CM_33970_010,10,20,22,NA,NA,25.4
CM_33970_010,20,30,NA,NA,NA,NA
CM_33970_010,30,50,23,NA,NA,17
CM_33970_011,0,10,40,NA,NA,50
CM_33970_011,10,20,37,NA,NA,19.4
CM_33970_011,20,30,NA,NA,NA,NA
CM_33970_011,30,50,34,NA,NA,11
CM_33970_012,0,10,49,NA,NA,38.5
CM_33970_012,10,20,40,NA,NA,14
CM_33970_012,20,30,NA,NA,NA,NA
CM_33970_012,30,50,30,NA,NA,4
CM_33970_013,0,10,37,NA,NA,60
CM_33970_013,10,20,35,NA,NA,17
CM_33970_013,20,30,NA,NA,NA,NA
CM_33970_013,30,50,31,NA,NA,8
CM_33970_014,0,10,57,NA,NA,30.2
CM_33970_014,10,20,50,NA,NA,12
CM_33970_014,20,30,NA,NA,NA,NA
CM_33970_014,30,50,50,NA,NA,10.5
CM_33970_015,0,10,63,NA,NA,19.5
CM_33970_015,10,20,57,NA,NA,8.4
CM_33970_015,20,30,NA,NA,NA,NA
CM_33970_015,30,50,50,NA,NA,4.5
CM_33970_016,0,10,33,NA,NA,44.2
CM_33970_016,10,20,35,NA,NA,33
CM_33970_016,20,30,NA,NA,NA,NA
CM_33970_016,30,50,27,NA,NA,7.4
CM_33970_017,0,10,65,NA,NA,26
CM_33970_017,10,20,46,NA,NA,9
CM_33970_017,20,30,NA,NA,NA,NA
CM_33970_017,30,50,42,NA,NA,7
CM_33970_018,0,10,52,NA,NA,28.2
CM_33970_018,10,20,42,NA,NA,17
CM_33970_018,20,30,NA,NA,NA,NA
CM_33970_018,30,50,29,NA,NA,10
CM_33970_019,0,10,64,NA,NA,28.8
CM_33970_019,10,20,58,NA,NA,10.8
CM_33970_019,20,30,NA,NA,NA,NA
